LoanID,Age,EmploymentType,EmploymentYears,City,MonthlyIncome,LoanAmount,LoanPurpose,LoanTenureMonths,InterestRate,ExistingLoans,CreditScore,LoanToIncomeRatio,Default
LN100921,61,Salaried,28,Tier-1,79451,4124859,Home,36,14.71,4,331,4.326,1
LN100922,23,Unemployed,9,Tier-2,144977,530447,Business,24,9.05,4,832,0.305,0
LN100923,50,Salaried,16,Tier-1,185890,806606,Vehicle,60,21.88,2,304,0.362,0
LN100924,28,Salaried,19,Tier-2,96429,2042028,Business,84,8.6,0,862,1.765,0
LN100925,54,Business Owner,24,Tier-1,198713,2545349,Education,12,12.43,1,708,1.067,0
LN100926,44,Salaried,4,Metro,86999,3936416,Home,84,16.44,2,632,3.771,0
LN100927,36,Salaried,7,Rural,99518,3480366,Education,120,7.37,3,805,2.914,0
LN100928,28,Salaried,4,Metro,27806,968925,Personal,60,18.0,1,531,2.904,1
LN100929,51,Salaried,9,Tier-1,70622,127642,Personal,12,20.32,1,398,0.151,1
LN100930,43,Business Owner,1,Tier-1,59704,4705432,Personal,120,19.94,2,629,6.568,0
LN100931,56,Salaried,21,Tier-1,95962,2193853,Education,48,8.1,0,894,1.905,0
LN100932,47,Self-Employed,3,Tier-1,170206,4352226,Education,24,20.33,4,319,2.131,1
LN100933,55,Self-Employed,18,Tier-2,32683,2937283,Business,120,11.93,2,713,7.489,0
LN100934,60,Salaried,15,Metro,179754,1374259,Home,84,19.21,2,629,0.637,0
LN100935,44,Self-Employed,28,Metro,41989,3276730,Business,84,11.24,1,739,6.503,0
LN100936,56,Self-Employed,4,Rural,112215,2533877,Medical,36,7.28,3,860,1.882,1
LN100937,55,Salaried,11,Rural,87774,2969407,Business,84,18.08,3,387,2.819,1
LN100938,58,Salaried,4,Metro,69218,4566579,Education,120,17.45,1,540,5.498,1
LN100939,31,Salaried,18,Tier-1,21064,3125448,Business,60,16.3,2,561,12.365,0
LN100940,29,Salaried,16,Tier-1,111508,1808414,Vehicle,84,9.07,0,879,1.351,0
LN100941,43,Salaried,14,Tier-2,30687,4551253,Business,12,18.71,3,505,12.359,0
LN100942,40,Salaried,19,Rural,48421,224969,Business,48,12.61,4,708,0.387,1
LN100943,55,Business Owner,9,Tier-1,154568,917420,Vehicle,48,16.33,4,318,0.495,1
LN100944,58,Self-Employed,6,Rural,147159,2732827,Home,120,19.35,2,533,1.548,0
LN100945,61,Salaried,21,Tier-1,142093,1358524,Medical,48,18.56,2,333,0.797,0
LN100946,23,Self-Employed,22,Tier-2,80832,1534099,Medical,36,17.66,3,610,1.582,0
LN100947,32,Salaried,26,Tier-1,130724,427626,Business,60,13.12,2,664,0.273,0
LN100948,41,Salaried,12,Tier-1,41237,2826391,Vehicle,84,17.02,4,552,5.712,0
LN100949,26,Business Owner,16,Metro,145510,2068527,Personal,48,20.73,3,611,1.185,1
LN100950,33,Self-Employed,1,Tier-1,165000,4653340,Personal,12,7.43,3,827,2.35,0
LN100951,29,Self-Employed,7,Metro,52485,3918979,Home,48,17.46,1,304,6.222,0
LN100952,37,Self-Employed,6,Tier-1,15802,4883553,Home,24,14.21,1,413,25.754,1
LN100953,28,Salaried,10,Metro,151782,4168253,Home,48,20.88,1,634,2.289,0
LN100954,46,Unemployed,15,Tier-2,142202,774785,Education,24,8.23,0,826,0.454,0
LN100955,24,Salaried,12,Metro,38698,3279454,Business,48,8.21,2,814,7.062,0
LN100956,60,Salaried,24,Metro,140788,116340,Education,12,16.04,2,597,0.069,0
LN100957,57,Salaried,14,Tier-2,34531,3562763,Medical,12,17.92,0,506,8.598,0
LN100958,27,Salaried,10,Metro,110588,4721565,Vehicle,12,11.05,0,709,3.558,1
LN100959,50,Salaried,13,Tier-2,92734,2439231,Home,12,16.67,3,443,2.192,1
LN100960,33,Salaried,11,Tier-1,145574,1791276,Home,120,19.31,3,560,1.025,0
LN100961,49,Salaried,11,Metro,84643,1500514,Home,36,15.77,0,599,1.477,0
LN100962,64,Self-Employed,24,Tier-1,43793,2937338,Vehicle,12,14.48,3,553,5.589,1
LN100963,45,Unemployed,10,Tier-1,177644,4440240,Home,24,19.45,2,599,2.083,1
LN100964,30,Salaried,16,Tier-1,94558,3732555,Vehicle,24,8.15,0,867,3.289,0
LN100965,63,Self-Employed,1,Tier-1,24332,2007606,Business,36,7.92,4,793,6.876,0
LN100966,34,Salaried,24,Metro,167104,2455601,Business,24,17.04,4,392,1.225,0
LN100967,22,Salaried,22,Tier-2,197934,3811075,Vehicle,120,15.47,0,403,1.605,0
LN100968,57,Salaried,15,Tier-1,110032,1989726,Medical,48,14.44,1,330,1.507,0
LN100969,22,Self-Employed,7,Tier-1,146080,3527014,Personal,36,11.72,2,698,2.012,0
LN100970,22,Self-Employed,12,Tier-1,91357,3604867,Education,12,19.9,0,473,3.288,1
LN100971,36,Business Owner,28,Tier-2,18488,3877314,Personal,12,21.28,4,440,17.477,1
LN100972,40,Salaried,2,Tier-2,23814,3465164,Medical,12,11.11,3,715,12.126,0
LN100973,32,Business Owner,25,Tier-1,15320,4283255,Education,24,15.41,0,420,23.299,1
LN100974,25,Salaried,0,Tier-2,174936,4181972,Medical,36,13.06,3,706,1.992,0
LN100975,39,Self-Employed,10,Tier-2,22684,4279973,Home,84,7.69,0,809,15.723,1
LN100976,64,Unemployed,27,Tier-2,194100,2504899,Business,24,18.11,2,583,1.075,1
LN100977,54,Salaried,18,Tier-2,61482,3775369,Education,60,18.98,4,455,5.117,1
LN100978,36,Salaried,25,Tier-2,62803,407437,Education,60,9.41,2,891,0.541,0
LN100979,46,Salaried,8,Tier-2,102123,2212523,Home,48,8.31,2,799,1.805,0
LN100980,41,Self-Employed,10,Tier-1,99217,2707018,Education,36,9.49,4,852,2.274,1
LN100981,24,Unemployed,10,Tier-2,93166,3182740,Vehicle,60,12.13,4,666,2.847,0
LN100982,35,Unemployed,1,Rural,149260,2028999,Personal,36,7.4,0,867,1.133,1
LN100983,57,Salaried,12,Metro,109102,4402692,Vehicle,12,8.39,3,830,3.363,0
LN100984,38,Self-Employed,9,Tier-1,96743,931591,Personal,84,15.68,3,546,0.802,1
LN100985,57,Self-Employed,28,Tier-1,112656,4004259,Home,120,20.88,2,511,2.962,1
LN100986,46,Self-Employed,20,Metro,172312,239022,Medical,36,9.18,3,890,0.116,0
LN100987,26,Self-Employed,1,Tier-1,96450,635031,Business,24,7.98,1,787,0.549,0
LN100988,33,Business Owner,11,Metro,58467,3728009,Education,60,10.64,3,737,5.314,1
LN100989,43,Self-Employed,13,Tier-1,48854,2129272,Medical,12,18.6,1,462,3.632,1
LN100990,35,Salaried,0,Metro,141627,1182329,Home,36,9.69,0,809,0.696,0
LN100991,36,Business Owner,10,Tier-2,127592,3889908,Business,36,17.45,4,551,2.541,0
LN100992,32,Salaried,22,Tier-2,30113,4015373,Business,120,18.18,0,424,11.112,0
LN100993,32,Salaried,10,Metro,96220,1104633,Medical,12,20.07,3,586,0.957,0
LN100994,39,Salaried,26,Metro,22241,3720082,Medical,12,11.68,1,709,13.939,0
LN100995,44,Business Owner,13,Tier-1,94045,640632,Personal,84,18.34,1,475,0.568,0
LN100996,54,Salaried,2,Tier-2,153461,971064,Business,120,19.96,4,540,0.527,1
LN100997,33,Salaried,15,Metro,164015,4570924,Vehicle,12,21.17,1,315,2.322,0
LN100998,42,Salaried,20,Tier-2,76726,2381865,Education,48,7.66,1,849,2.587,0
LN100999,37,Self-Employed,16,Tier-1,188490,4841036,Business,36,14.49,0,580,2.14,0
LN101000,53,Salaried,25,Rural,61831,4588486,Home,48,15.12,1,432,6.184,0
LN101001,29,Self-Employed,7,Tier-1,58285,2775457,Vehicle,12,11.98,2,675,3.968,1
LN101002,50,Salaried,28,Tier-1,103448,1621236,Business,84,9.36,2,893,1.306,0
LN101003,37,Salaried,8,Rural,120846,58548,Vehicle,120,9.74,4,857,0.04,1
LN101004,37,Salaried,11,Tier-1,156068,2430051,Business,36,16.51,4,337,1.298,1
LN101005,23,Salaried,26,Metro,192277,3800212,Education,24,10.57,0,687,1.647,0
LN101006,51,Salaried,1,Tier-1,111931,3305511,Personal,24,17.73,4,362,2.461,0
LN101007,25,Salaried,24,Rural,103529,2200319,Medical,120,17.05,3,476,1.771,0
LN101008,60,Salaried,2,Tier-1,23368,3891796,Education,84,8.12,0,810,13.879,0
LN101009,47,Business Owner,10,Tier-1,112682,298108,Vehicle,60,18.68,3,384,0.22,1
LN101010,47,Salaried,17,Tier-2,190832,4080032,Business,120,13.63,3,671,1.782,0
LN101011,51,Salaried,1,Rural,180561,1256387,Personal,120,21.18,2,607,0.58,0
LN101012,51,Salaried,19,Metro,132881,3144461,Medical,24,17.55,0,433,1.972,1
LN101013,45,Salaried,27,Tier-2,38572,4616026,Education,12,9.73,0,767,9.973,0
LN101014,54,Salaried,8,Tier-2,190223,390943,Medical,24,11.89,4,692,0.171,0
LN101015,35,Business Owner,11,Tier-2,105428,1268227,Business,24,12.47,2,657,1.002,0
LN101016,49,Salaried,12,Tier-1,155847,4123994,Personal,24,15.59,1,516,2.205,0
LN101017,45,Salaried,9,Tier-1,130538,182807,Personal,84,8.61,1,808,0.117,1
LN101018,48,Unemployed,0,Tier-2,199773,4079080,Education,36,10.9,2,677,1.702,0
LN101019,52,Unemployed,2,Metro,27286,468540,Vehicle,12,17.44,4,538,1.431,1
LN101020,35,Salaried,20,Tier-1,184547,3031244,Medical,12,16.7,2,362,1.369,1
LN101021,39,Business Owner,16,Metro,30748,761665,Education,84,14.78,3,420,2.064,1
LN101022,64,Self-Employed,10,Metro,64409,2451871,Business,48,7.88,4,879,3.172,1
LN101023,25,Salaried,19,Metro,156069,2070822,Medical,84,21.6,0,338,1.106,1
LN101024,38,Self-Employed,24,Tier-2,86001,4639306,Personal,12,18.31,2,609,4.495,0
LN101025,34,Self-Employed,4,Metro,113349,763341,Vehicle,60,19.36,4,494,0.561,1
LN101026,25,Salaried,26,Tier-1,118619,978700,Medical,120,14.19,1,554,0.688,0
LN101027,51,Self-Employed,25,Tier-1,156481,4148865,Business,24,8.72,4,798,2.209,1
LN101028,63,Salaried,25,Metro,198061,3113626,Home,12,9.91,2,871,1.31,0
LN101029,64,Self-Employed,25,Metro,59807,3116813,Education,12,8.72,2,804,4.343,0
LN101030,28,Salaried,11,Metro,18331,862503,Medical,24,10.19,2,670,3.921,0
LN101031,62,Self-Employed,9,Metro,28122,633549,Education,84,21.35,3,491,1.877,1
LN101032,50,Salaried,3,Rural,62177,712781,Personal,84,18.7,1,612,0.955,0
LN101033,23,Self-Employed,29,Tier-2,93060,520662,Business,120,9.42,4,868,0.466,0
LN101034,62,Salaried,27,Tier-2,59792,3507352,Home,48,12.7,2,675,4.888,0
LN101035,41,Salaried,26,Tier-1,131983,2417690,Education,84,17.4,4,392,1.527,0
LN101036,44,Self-Employed,0,Tier-1,42655,4666956,Vehicle,36,12.87,3,679,9.118,1
LN101037,41,Self-Employed,17,Rural,158382,2654044,Home,48,9.13,1,870,1.396,1
LN101038,40,Salaried,14,Rural,22138,3454781,Personal,36,7.29,1,846,13.005,0
LN101039,59,Salaried,23,Tier-1,84470,3840906,Education,60,20.94,1,623,3.789,0
LN101040,45,Salaried,11,Tier-2,183665,2978638,Personal,120,11.82,3,709,1.351,1
LN101041,41,Salaried,17,Tier-1,119957,4783912,Business,84,20.96,2,337,3.323,1
LN101042,60,Business Owner,23,Tier-2,65452,2160898,Medical,120,7.47,0,779,2.751,0
LN101043,23,Business Owner,18,Tier-2,99556,2243169,Medical,60,7.78,3,862,1.878,0
LN101044,28,Salaried,24,Metro,45349,559638,Vehicle,120,11.44,1,689,1.028,0
LN101045,54,Salaried,23,Tier-1,26739,1551128,Vehicle,24,15.13,2,322,4.834,0
LN101046,34,Salaried,1,Tier-1,57940,4462641,Personal,12,20.08,4,589,6.418,0
LN101047,42,Self-Employed,21,Tier-1,160385,2790841,Medical,84,7.97,4,895,1.45,1
LN101048,52,Salaried,10,Tier-2,136558,318329,Personal,120,14.5,0,514,0.194,0
LN101049,47,Unemployed,29,Metro,29402,2268107,Education,48,9.08,4,763,6.428,0
LN101050,46,Salaried,14,Tier-1,135146,3256393,Home,36,11.2,3,730,2.008,0
LN101051,62,Unemployed,15,Metro,153572,2094245,Vehicle,48,8.09,0,807,1.136,1
LN101052,59,Self-Employed,1,Metro,181224,602058,Home,84,17.35,1,577,0.277,0
LN101053,28,Salaried,11,Metro,159203,1339722,Vehicle,48,21.41,2,524,0.701,0
LN101054,61,Salaried,7,Metro,129624,2463270,Vehicle,84,7.91,1,871,1.584,0
LN101055,45,Self-Employed,13,Tier-2,183389,3660242,Medical,48,9.36,0,759,1.663,0
LN101056,22,Business Owner,11,Tier-2,192405,2460791,Home,12,8.92,2,761,1.066,0
LN101057,27,Self-Employed,21,Tier-1,175627,4621435,Business,36,11.48,4,675,2.193,0
LN101058,36,Salaried,18,Metro,120653,3137668,Personal,84,14.31,3,464,2.167,1
LN101059,25,Salaried,21,Tier-2,59183,3620480,Medical,36,13.7,3,692,5.098,1
LN101060,45,Salaried,19,Tier-2,117973,3377094,Personal,48,18.86,0,584,2.385,1
LN101061,26,Self-Employed,28,Tier-2,61721,4172754,Vehicle,12,9.14,3,823,5.634,0
LN101062,34,Salaried,2,Tier-1,71666,2907201,Vehicle,120,21.17,0,427,3.38,0
LN101063,41,Salaried,25,Tier-2,198408,4475217,Medical,24,18.57,1,551,1.88,1
LN101064,34,Salaried,8,Rural,142563,4325426,Medical,12,19.13,3,391,2.528,1
LN101065,55,Business Owner,8,Tier-2,39209,2088304,Business,84,12.97,4,677,4.438,1
LN101066,51,Salaried,13,Tier-2,125125,2348897,Business,60,21.61,2,423,1.564,0
LN101067,23,Self-Employed,16,Metro,38028,4381757,Business,36,17.5,1,429,9.602,0
LN101068,49,Self-Employed,22,Tier-2,59793,4286576,Personal,120,10.47,0,651,5.974,0
LN101069,30,Salaried,8,Tier-2,20458,2767610,Personal,60,9.21,3,851,11.274,1
LN101070,35,Salaried,0,Tier-2,176950,3113507,Vehicle,36,8.49,2,792,1.466,0
LN101071,40,Salaried,9,Metro,121786,1966479,Education,48,21.95,2,386,1.346,0
LN101072,26,Business Owner,23,Rural,129978,1388063,Personal,120,19.19,2,305,0.89,1
LN101073,55,Salaried,10,Tier-1,94357,1954663,Business,48,15.33,0,598,1.726,0
LN101074,37,Salaried,14,Tier-1,184480,711920,Personal,120,21.64,1,459,0.322,0
LN101075,22,Salaried,28,Tier-1,107319,1081201,Business,120,7.32,1,804,0.84,0
LN101076,60,Business Owner,6,Metro,109230,522288,Home,36,21.13,3,460,0.398,1
LN101077,28,Business Owner,22,Metro,65771,3388518,Education,12,15.93,1,575,4.293,1
LN101078,29,Salaried,0,Metro,135978,3080262,Education,84,19.02,3,357,1.888,0
LN101079,64,Business Owner,21,Tier-2,157049,3529985,Vehicle,48,18.75,1,512,1.873,0
LN101080,28,Self-Employed,3,Tier-2,115531,217298,Vehicle,24,8.5,0,776,0.157,0
LN101081,49,Salaried,14,Tier-2,69691,2066096,Home,12,13.77,0,703,2.471,0
LN101082,34,Salaried,0,Metro,58228,3504578,Personal,36,21.15,1,444,5.016,0
LN101083,39,Salaried,11,Metro,98302,4181597,Business,60,7.54,3,752,3.545,0
LN101084,59,Salaried,21,Tier-2,39137,270681,Medical,36,12.76,0,745,0.576,0
LN101085,41,Salaried,18,Metro,181565,387642,Business,120,8.45,4,890,0.178,0
LN101086,50,Business Owner,16,Tier-2,52424,3979052,Medical,84,16.07,4,466,6.325,1
LN101087,33,Salaried,28,Rural,152846,2640585,Personal,36,15.42,2,569,1.44,0
LN101088,42,Self-Employed,10,Tier-2,115373,2916301,Education,48,17.5,0,488,2.106,1
LN101089,37,Salaried,21,Metro,85722,1631814,Home,12,20.93,1,456,1.586,0
LN101090,35,Self-Employed,24,Rural,129217,1477190,Vehicle,48,13.12,3,746,0.953,1
LN101091,21,Self-Employed,19,Tier-1,20037,1010828,Education,24,15.56,4,481,4.204,1
LN101092,41,Self-Employed,29,Tier-1,96888,4668427,Vehicle,60,19.97,0,459,4.015,0
LN101093,30,Salaried,7,Rural,107813,4857417,Personal,60,17.51,0,358,3.755,0
LN101094,31,Self-Employed,5,Tier-2,27237,4922661,Personal,60,18.17,2,575,15.061,0
LN101095,55,Salaried,3,Rural,162443,3656525,Personal,48,9.41,3,860,1.876,0
LN101096,63,Salaried,6,Metro,72422,2033830,Personal,120,19.76,4,552,2.34,0
LN101097,57,Salaried,21,Tier-1,171388,2475023,Home,48,19.65,2,556,1.203,0
LN101098,36,Self-Employed,2,Metro,162087,1319623,Home,48,17.38,1,422,0.678,1
LN101099,46,Business Owner,20,Tier-1,80074,993498,Home,24,16.49,2,524,1.034,1
LN101100,52,Salaried,7,Metro,102032,4524355,Vehicle,24,12.91,3,740,3.695,0
LN101101,51,Salaried,27,Tier-1,162535,1762929,Business,120,7.22,2,884,0.904,0
LN101102,23,Salaried,25,Tier-1,175579,1708945,Business,84,15.19,0,383,0.811,1
LN101103,22,Business Owner,7,Tier-1,76870,3438610,Education,12,9.14,2,750,3.728,1
LN101104,52,Salaried,24,Tier-2,109364,2529869,Business,48,8.21,4,754,1.928,1
LN101105,35,Unemployed,19,Metro,60454,3839431,Personal,36,12.75,2,749,5.292,0
LN101106,58,Business Owner,1,Rural,171758,2785872,Vehicle,36,7.71,2,880,1.352,0
LN101107,57,Salaried,20,Rural,177741,3000724,Vehicle,60,21.5,0,344,1.407,0
LN101108,26,Self-Employed,4,Tier-2,25106,2367580,Medical,36,13.89,4,685,7.859,1
LN101109,22,Salaried,13,Metro,30423,4258249,Medical,12,9.29,2,795,11.664,1
LN101110,53,Salaried,29,Tier-1,78946,1750996,Business,84,15.96,0,520,1.848,0
LN101111,61,Salaried,15,Rural,91234,2062265,Vehicle,48,7.85,4,754,1.884,1
LN101112,28,Salaried,22,Metro,154981,1309722,Vehicle,36,8.27,2,781,0.704,0
LN101113,49,Self-Employed,18,Tier-1,164773,3461413,Vehicle,36,8.87,4,891,1.751,1
LN101114,61,Business Owner,3,Metro,89280,1360381,Home,84,9.11,1,762,1.27,0
LN101115,51,Salaried,22,Tier-1,96077,4124456,Vehicle,84,8.5,1,873,3.577,0
LN101116,39,Salaried,17,Tier-2,39695,3153544,Education,12,18.44,3,376,6.62,0
LN101117,56,Unemployed,6,Rural,33506,2066330,Medical,84,7.58,4,842,5.139,1
LN101118,45,Business Owner,7,Metro,45909,108110,Vehicle,12,9.03,2,830,0.196,0
LN101119,30,Salaried,27,Metro,199439,4705094,Vehicle,84,17.31,4,382,1.966,1
LN101120,49,Self-Employed,17,Tier-2,76279,2362465,Home,24,19.92,3,391,2.581,1
LN101121,43,Business Owner,22,Tier-1,112524,292003,Medical,36,21.15,0,375,0.216,1
LN101122,39,Business Owner,24,Metro,24259,2608783,Home,120,15.16,4,578,8.962,1
LN101123,54,Self-Employed,9,Metro,103311,3697054,Vehicle,36,14.5,1,311,2.982,0
LN101124,36,Self-Employed,15,Tier-1,108217,3416917,Education,24,21.17,3,315,2.631,1
LN101125,51,Salaried,13,Tier-2,189708,2496238,Personal,12,11.74,0,691,1.097,0
LN101126,29,Salaried,18,Tier-2,157630,556321,Education,48,18.16,2,367,0.294,1
LN101127,44,Salaried,24,Metro,132252,2264767,Personal,36,17.66,2,518,1.427,0
LN101128,32,Salaried,22,Rural,35980,3104225,Medical,120,13.44,4,696,7.19,0
LN101129,49,Salaried,23,Tier-1,98936,4875752,Home,60,19.07,4,632,4.107,1
LN101130,63,Salaried,20,Tier-1,120125,683523,Medical,24,14.96,0,318,0.474,0
LN101131,28,Unemployed,9,Tier-2,77845,955506,Medical,12,15.09,3,337,1.023,1
LN101132,31,Salaried,7,Tier-2,130757,1401288,Business,36,7.12,1,883,0.893,0
LN101133,31,Salaried,21,Metro,51839,4211357,Home,24,20.0,3,418,6.77,1
LN101134,57,Unemployed,14,Tier-1,20713,2637320,Education,84,14.69,0,330,10.611,1
LN101135,23,Salaried,13,Metro,37008,1856391,Personal,60,9.5,0,813,4.18,0
LN101136,32,Salaried,22,Tier-1,148323,2441776,Vehicle,48,16.36,0,336,1.372,1
LN101137,26,Unemployed,27,Metro,22438,3815172,Business,36,14.29,2,649,14.169,1
LN101138,55,Salaried,23,Metro,83891,2682881,Education,12,14.14,4,475,2.665,0
LN101139,54,Salaried,16,Tier-1,162436,4244456,Vehicle,12,21.12,4,511,2.178,1
LN101140,43,Business Owner,23,Tier-1,172543,216163,Education,24,9.5,4,839,0.104,0
LN101141,60,Business Owner,8,Tier-2,39289,158743,Vehicle,84,15.6,4,621,0.337,0
LN101142,31,Salaried,11,Tier-1,192519,2209836,Home,24,15.15,4,401,0.957,1
LN101143,55,Salaried,10,Tier-1,28677,3975316,Business,120,11.72,4,665,11.552,0
LN101144,59,Salaried,17,Tier-2,39948,4458729,Medical,84,17.23,2,516,9.301,1
LN101145,51,Business Owner,27,Tier-1,30115,664862,Home,12,21.46,1,474,1.84,1
LN101146,33,Self-Employed,29,Metro,77413,4441891,Business,84,9.53,0,822,4.782,0
LN101147,35,Unemployed,7,Tier-1,76508,4055186,Vehicle,120,10.87,2,705,4.417,1
LN101148,35,Salaried,23,Metro,133332,4146232,Medical,60,12.97,1,690,2.591,0
LN101149,32,Unemployed,9,Tier-1,39267,475316,Home,36,7.3,3,873,1.009,0
LN101150,62,Salaried,14,Tier-1,19874,2456026,Business,60,13.66,1,707,10.298,1
LN101151,47,Salaried,10,Metro,18559,2106222,Business,12,12.55,4,689,9.457,0
LN101152,28,Salaried,28,Tier-2,89973,1779628,Medical,60,9.44,0,856,1.648,0
LN101153,21,Salaried,18,Tier-2,89129,3085066,Home,36,11.49,3,725,2.884,0
LN101154,52,Salaried,23,Metro,48572,2349100,Home,24,15.99,1,471,4.03,0
LN101155,48,Salaried,28,Tier-2,41415,3217258,Business,84,12.44,0,650,6.474,1
LN101156,64,Salaried,13,Tier-2,148980,232900,Medical,84,19.3,1,495,0.13,0
LN101157,34,Business Owner,16,Tier-2,26695,122615,Personal,48,9.44,4,758,0.383,0
LN101158,34,Salaried,14,Metro,27849,2380952,Vehicle,120,17.82,0,498,7.125,0
LN101159,47,Salaried,1,Rural,134721,1186852,Medical,24,15.39,1,349,0.734,0
LN101160,27,Salaried,12,Tier-2,188477,2995334,Vehicle,24,10.4,4,738,1.324,1
LN101161,51,Salaried,23,Tier-1,199047,1444687,Medical,48,8.07,0,853,0.605,0
LN101162,51,Salaried,5,Metro,146356,966713,Education,24,15.77,4,311,0.55,1
LN101163,22,Self-Employed,13,Tier-2,172420,4417572,Medical,48,8.75,0,791,2.135,1
LN101164,23,Salaried,16,Metro,197212,2570162,Medical,84,17.2,1,472,1.086,0
LN101165,46,Business Owner,26,Metro,82233,3354435,Home,12,8.3,1,882,3.399,0
LN101166,45,Business Owner,6,Tier-1,67644,791872,Medical,48,7.69,4,815,0.976,1
LN101167,59,Salaried,15,Tier-1,171896,3730042,Personal,120,7.6,1,840,1.808,0
LN101168,54,Salaried,19,Metro,120562,1569842,Business,120,14.98,1,640,1.085,0
LN101169,43,Salaried,27,Rural,58570,2235798,Vehicle,36,16.72,0,494,3.181,1
LN101170,47,Self-Employed,1,Tier-1,75460,2921573,Home,48,7.74,3,877,3.226,0
LN101171,51,Salaried,19,Metro,164227,742449,Home,48,20.36,3,395,0.377,0
LN101172,29,Business Owner,9,Rural,62919,3506426,Business,12,7.26,2,793,4.644,1
LN101173,35,Business Owner,29,Metro,122188,1784864,Vehicle,24,18.01,3,432,1.217,1
LN101174,59,Salaried,10,Metro,106263,2579517,Personal,120,11.22,3,735,2.023,0
LN101175,51,Salaried,0,Tier-1,120401,2318554,Education,24,11.14,0,694,1.605,0
LN101176,48,Self-Employed,8,Tier-2,81225,3595821,Personal,60,9.23,2,806,3.689,0
LN101177,40,Self-Employed,23,Tier-1,130192,1969314,Personal,24,19.97,4,483,1.261,1
LN101178,56,Salaried,9,Tier-2,192586,2844605,Vehicle,120,11.2,4,677,1.231,0
LN101179,49,Salaried,4,Tier-1,152182,570672,Vehicle,24,14.55,2,629,0.312,0
LN101180,63,Salaried,22,Rural,196920,3032205,Vehicle,48,17.06,2,501,1.283,1
LN101181,63,Salaried,12,Metro,185586,4245231,Medical,84,20.48,4,647,1.906,0
LN101182,53,Salaried,26,Tier-2,16309,1252842,Personal,36,21.39,3,508,6.402,0
LN101183,53,Salaried,18,Tier-1,81067,1276010,Vehicle,84,21.44,2,376,1.312,0
LN101184,23,Salaried,16,Tier-1,69350,1941810,Home,12,7.43,2,805,2.333,0
LN101185,64,Salaried,0,Tier-1,64407,3761246,Vehicle,36,8.37,3,826,4.867,0
LN101186,45,Self-Employed,14,Tier-2,22385,1023823,Personal,84,18.2,3,372,3.811,1
LN101187,50,Business Owner,6,Metro,154034,3413952,Vehicle,24,7.28,4,803,1.847,0
LN101188,21,Salaried,6,Metro,30417,2662881,Home,120,17.55,0,344,7.295,1
LN101189,30,Business Owner,13,Metro,125750,3679608,Business,84,15.49,2,492,2.438,1
LN101190,31,Unemployed,0,Metro,22350,3255109,Business,36,19.7,0,363,12.137,1
LN101191,33,Self-Employed,7,Tier-2,133157,4940424,Medical,36,9.38,4,876,3.092,1
LN101192,27,Self-Employed,25,Metro,91490,693588,Business,60,7.09,1,809,0.632,0
LN101193,39,Salaried,8,Tier-1,83141,378721,Business,84,10.42,4,696,0.38,1
LN101194,38,Business Owner,27,Metro,183228,2062989,Home,36,10.27,3,748,0.938,0
LN101195,60,Salaried,24,Tier-2,130737,3695190,Education,24,13.41,1,707,2.355,0
LN101196,47,Self-Employed,15,Tier-2,76128,3290554,Home,36,8.88,0,837,3.602,0
LN101197,53,Self-Employed,7,Metro,105584,4548622,Education,36,15.56,2,596,3.59,0
LN101198,63,Salaried,13,Tier-2,50405,4609701,Education,36,8.84,4,843,7.621,0
LN101199,59,Self-Employed,12,Metro,159139,933160,Personal,60,20.78,4,503,0.489,0
LN101200,41,Salaried,4,Metro,104684,2290233,Medical,12,15.05,0,326,1.823,1
LN101201,32,Business Owner,6,Tier-1,179669,2573550,Medical,12,15.38,1,611,1.194,0
